class,h0, h1, h2, h3, h4, h5, h6, fl0, fl1, fl2, fl3, fl4, fl5, fl6, fle,  fa0, fa1, fa2, fa3, fa4, fa5, fa6, fae, c0, c1, c2, c3, c4, c5, c6, ce
2,0.678,0.681,0.653,0.58,0.59,0.129,-0.142,0,0.14,0.248,0.312,0.459,0.135,0,0.639,0,-0.0603,-0.152,-0.288,-0.341,-0.265,0,0.544,0,-0.0856,-0.108,-0.0877,0.103,-0.0906,0,0.213
2,0.621,0.936,1.04,0.925,0.797,0.515,-0.142,0,0.443,0.669,0.685,0.685,0.53,0,1.36,0,0.176,0.135,-0.115,0.151,0.264,0,0.393,0,0.0466,0.0536,0,0.0694,0.134,0,0.167
2,0.146,0.495,0.512,0.726,0.591,0.327,-0.142,0,0.398,0.462,0.724,0.637,0.421,0,1.22,0,0.131,-0.0712,-0.0758,0.104,0.154,0,0.25,0,-0.023,-0.188,0,-0.0132,0.000543,0,0.19
2,0.182,0.644,0.582,0.75,0.617,0.0768,-0.142,0,0.516,0.508,0.73,0.651,0.165,0,1.23,0,0.249,-0.0253,-0.0697,0.118,-0.102,0,0.303,0,0.0915,-0.148,0,-0.00492,-0.259,0,0.313
2,0.267,0.493,0.528,0.709,0.688,0.352,-0.142,0,0.294,0.397,0.647,0.694,0.426,0,1.15,0,0.0937,-0.00288,0.0465,-0.106,0.0262,0,0.151,0,-0.0785,-0.183,0,0.114,0.054,0,0.235
2,1.16,1.1,1.02,0.872,0.82,0.339,-0.142,0,0.156,0.293,0.366,0.529,0.265,0,0.771,0,-0.0439,-0.107,-0.234,-0.271,-0.135,0,0.4,0,-0.0692,-0.0636,-0.0345,0.172,0.0392,0,0.203
2,0.45,0.445,0.461,0.581,0.5,0.317,-0.142,0,0.0935,0.208,0.427,0.445,0.36,0,0.75,0,-0.106,-0.192,-0.173,-0.355,-0.0396,0,0.453,0,-0.147,-0.173,0,0.0643,0.119,0,0.264
2,-0.0183,0.613,0.781,0.951,1.04,1.09,0.619,0,0.526,0.587,0.65,0.63,0.574,0,1.33,0,0.259,0.0538,-0.15,0.0963,0.308,0,0.443,0,0.151,0.00407,0,0.0466,0.2,0,0.255
2,1.4,1.57,1.54,1.4,1.18,0.65,-0.142,0,0.423,0.65,0.769,0.812,0.535,0,1.46,0,0.22,0.243,0.16,0,0.129,0,0.387,0,-0.0265,-0.0425,0,0.12,0.086,0,0.156
3,0.11,1.21,1.57,1.62,1.05,0.262,-0.142,0,1.14,1.54,1.64,1.11,0.362,0,2.78,0,0.595,0.448,0,0.0199,-0.183,0,0.767,0,0.538,0.633,0.637,0.205,-0.24,0,1.09
3,0.418,0.556,0.734,1.02,0.728,0.114,-0.142,0,0.232,0.503,0.881,0.683,0.163,0,1.26,0,-0.062,-0.0842,0,0.096,-0.131,0,0.193,0,-0.29,-0.292,0,-0.112,-0.359,0,0.557
3,-0.0183,0.376,0.557,0.98,0.969,0.537,0.395,0,0.325,0.438,0.792,0.712,0.211,0,1.21,0,0.0587,-0.0955,-0.00806,0.178,-0.0555,0,0.218,0,-0.138,-0.275,0,-0.00124,-0.253,0,0.398
3,0.575,0.938,1.04,1.39,1.08,0.596,-0.142,0,0.483,0.701,1.17,0.984,0.619,0,1.86,0,0.0925,-0.0799,0,0.203,0.229,0,0.329,0,-0.12,-0.205,0.172,0.0782,0.0163,0,0.303
3,0.751,1.32,1.42,1.4,1.16,0.509,-0.142,0,0.722,0.97,1.09,1.01,0.503,0,1.98,0,0.358,0.242,0,0.279,0.139,0,0.533,0,0.119,0.0638,0.0908,0.1,-0.0999,0,0.216
2,0.526,0.713,0.862,0.789,0.686,0.222,-0.142,0,0.299,0.558,0.597,0.606,0.253,0,1.09,0,0.0987,0.158,-0.00322,-0.194,-0.147,0,0.307,0,-0.0431,0.0238,0,0.0714,-0.0884,0,0.124
2,1.29,1.28,1.14,0.695,0.548,0.343,-0.142,0,0.225,0.329,0.121,0.213,0.247,0,0.529,0,-0.175,-0.471,-0.479,-0.187,0.0469,0,0.72,0,-0.000142,-0.0279,-0.279,-0.143,0.0215,0,0.316
5,0.114,0.12,0.02,0.0134,-0.0395,0.0415,-0.142,0,0.0487,-0.00863,0.0275,0.0174,0.141,0,0.153,0,-0.218,-0.542,-0.773,-0.516,-0.126,0,1.1,0,-0.177,-0.365,-0.373,-0.339,-0.0842,0,0.653
5,0.179,0.236,0.256,0.144,0.0911,-0.00594,-0.142,0,0.111,0.185,0.126,0.127,0.0829,0,0.292,0,-0.289,-0.615,-0.474,-0.273,-0.117,0,0.88,0,-0.114,-0.172,-0.274,-0.23,-0.142,0,0.437
5,-0.0183,0.00874,0.02,0.122,0.156,0.444,-0.0114,0,0.0259,0.036,0.137,0.17,0.456,0,0.508,0,-0.174,-0.364,-0.463,-0.63,0.0562,0,0.882,0,-0.199,-0.321,-0.263,-0.187,0.231,0,0.548
5,-0.0183,0.204,0.177,0.0412,-0.0117,0.0327,-0.111,0,0.237,0.226,0.106,0.0684,0.128,0,0.374,0,-0.163,-0.574,-0.494,-0.332,-0.0717,0,0.846,0,0.012,-0.131,-0.294,-0.288,-0.0971,0,0.443
1,0,0.321,0.464,0.536,0.536,0.357,0.143,0,0.298,0.417,0.464,0.44,0.238,0,0.854,0,0.031,-0.117,-0.336,-0.0929,-0.0286,0,0.37,0,0.0348,0.00208,0,0.0259,-0.0247,0,0.05
1,0.192,0.385,0.5,0.577,0.577,0.462,0,0,0.224,0.372,0.481,0.513,0.429,0,0.931,0,0.0244,-0.0282,-0.119,-0.287,0.0295,0,0.315,0,-0.0481,-0.0576,0,0.0834,0.157,0,0.193
1,0.333,0.524,0.714,0.81,0.714,0.476,0,0,0.246,0.492,0.643,0.603,0.421,0,1.12,0,-0.0206,-0.0413,-0.157,0.0698,0.154,0,0.235,0,-0.124,-0.0842,0,0.0269,0.0507,0,0.16
1,0.406,0.75,1.03,1.25,1.19,0.75,0,0,0.411,0.76,1.05,1.05,0.682,0,1.85,0,0.148,0.234,0.258,0,0.156,0,0.41,0,-0.191,-0.145,0.0469,0.146,0.0794,0,0.296
1,0,0.322,0.45,0.74,0.804,0.74,0.386,0,0.257,0.322,0.547,0.547,0.418,0,0.971,0,0.0572,-0.0785,-0.0534,-0.253,0.018,0,0.277,0,-0.0544,-0.167,0,0.0577,0.106,0,0.214
1,0.46,0.728,0.805,0.728,0.69,0.46,0,0,0.345,0.498,0.498,0.536,0.383,0,1.02,0,0.145,0.0981,-0.102,-0.264,-0.0169,0,0.333,0,0.0621,0.053,0,0.0913,0.1,0,0.158
1,0.865,1.04,1.15,1.18,1.1,0.605,0,0,0.317,0.576,0.749,0.807,0.461,0,1.36,0,0.115,0.173,0.144,0,0.0576,0,0.259,0,-0.119,-0.0972,0,0.133,0.0246,0,0.205
1,0.0314,0.535,0.723,0.818,0.723,0.503,0,0,0.508,0.702,0.802,0.713,0.498,0,1.47,0,0.241,0.168,0,0.178,0.231,0,0.414,0,0.0382,-0.0196,0,-0.00915,0.0277,0,0.0519
1,0.292,0.408,0.525,0.554,0.525,0.35,0,0,0.165,0.33,0.408,0.428,0.301,0,0.759,0,-0.0348,-0.0696,-0.192,-0.372,-0.0987,0,0.437,0,-0.0649,-0.0337,0,0.0635,0.0712,0,0.12
1,0.243,0.426,0.547,0.578,0.638,0.426,0,0,0.223,0.385,0.456,0.557,0.385,0,0.93,0,0.0229,-0.015,-0.144,-0.243,-0.015,0,0.284,0,-0.035,-0.0221,0,0.15,0.127,0,0.201
1,0.785,0.876,0.906,0.876,0.846,0.574,0,0,0.222,0.383,0.483,0.584,0.443,0,0.983,0,0.0216,-0.0173,-0.117,-0.216,0.0431,0,0.251,0,-0.0525,-0.0491,0,0.152,0.169,0,0.239
1,0.262,0.459,0.557,0.623,0.623,0.426,0,0,0.24,0.383,0.492,0.536,0.383,0,0.938,0,0.0404,-0.0175,-0.108,-0.264,-0.0175,0,0.29,0,-0.0386,-0.0569,0,0.0961,0.104,0,0.157
1,0.7,0.8,0.967,1.03,1,0.567,0,0,0.217,0.5,0.683,0.767,0.45,0,1.25,0,0.0167,0.1,0.0833,-0.0333,0.05,0,0.144,0,-0.178,-0.113,0,0.153,0.055,0,0.267
1,0.166,0.298,0.497,0.629,0.695,0.364,0,0,0.16,0.386,0.546,0.64,0.337,0,0.998,0,-0.04,-0.0137,-0.0536,-0.16,-0.0634,0,0.185,0,-0.151,-0.102,0,0.151,0.0252,0,0.239
1,0.249,0.343,0.467,0.498,0.467,0.28,0,0,0.135,0.301,0.374,0.384,0.239,0,0.673,0,-0.065,-0.0989,-0.226,-0.416,-0.161,0,0.514,0,-0.0903,-0.0556,-0.0262,0.0274,0.0135,0,0.113
3,0.0964,0.41,0.723,0.771,0.53,0.169,0,0,0.329,0.659,0.723,0.498,0.153,0,1.16,0,0.0627,0.125,-0.0771,-0.0353,-0.114,0,0.2,0,-0.0905,0.00925,0,-0.151,-0.267,0,0.32
3,0.516,1.19,1.16,1.9,1.45,0.806,0,0,0.763,0.817,1.65,1.28,0.72,0,2.47,0,0.215,-0.28,0,0.183,0.172,0,0.433,0,0.161,-0.0885,0.645,0.374,0.118,0,0.777
3,1.13,1.5,1.78,2.3,1.72,0.706,0,0,0.557,1.02,1.73,1.34,0.516,0,2.53,0,-0.0204,-0.133,0,0.184,-0.0613,0,0.236,0,-0.0456,0.117,0.733,0.434,-0.0865,0,0.865
3,0.0893,0.476,0.804,1.22,0.952,0.268,0,0,0.402,0.744,1.18,0.923,0.253,0,1.74,0,0.00992,-0.0397,0,0.139,-0.139,0,0.201,0,-0.201,-0.162,0.176,0.0169,-0.35,0,0.469
3,0.294,0.784,0.85,1.11,0.752,0.163,0,0,0.539,0.654,0.964,0.654,0.114,0,1.44,0,0.218,0.0109,0,0.0109,-0.207,0,0.301,0,-0.0389,-0.219,0,-0.219,-0.464,0,0.559
3,0.487,0.888,1.15,1.32,0.946,0.487,0,0,0.482,0.821,1.07,0.783,0.406,0,1.69,0,0.124,0.105,0,0.0669,0.0478,0,0.182,0,-0.121,-0.0844,0.0745,-0.123,-0.197,0,0.285
3,0.268,0.58,0.804,1.34,1.07,0.625,0,0,0.357,0.625,1.21,0.982,0.58,0,1.81,0,-0.0446,-0.179,0,0.179,0.179,0,0.312,0,-0.246,-0.281,0.205,0.0764,-0.0225,0,0.433
3,0.283,0.566,0.943,1.35,1.07,0.566,0,0,0.33,0.755,1.21,0.975,0.519,0,1.83,0,-0.0734,-0.0524,0,0.168,0.115,0,0.223,0,-0.273,-0.151,0.211,0.0691,-0.084,0,0.392
3,0.434,0.723,0.896,1.27,0.954,0.231,0,0,0.361,0.607,1.05,0.809,0.159,0,1.51,0,0.00963,-0.0963,0,0.106,-0.193,0,0.24,0,-0.242,-0.299,0.0549,-0.0965,-0.444,0,0.598
3,0.504,0.801,1.1,1.34,0.979,0.356,0,0,0.381,0.762,1.08,0.811,0.272,0,1.62,0,0.0198,0.0396,0,0.089,-0.089,0,0.133,0,-0.222,-0.144,0.0831,-0.0947,-0.331,0,0.442
3,0.252,0.629,0.849,1.42,1.1,0.283,0,0,0.419,0.681,1.29,1.02,0.241,0,1.84,0,-0.0105,-0.178,0,0.157,-0.189,0,0.304,0,-0.184,-0.224,0.289,0.111,-0.362,0,0.558
4,0,0.505,0.875,1.18,1.04,0.471,0.269,0,0.46,0.786,1.04,0.864,0.247,0,1.65,0,0.112,0.0898,0,0.168,-0.101,0,0.243,0,-0.143,-0.12,0.0438,-0.0416,-0.356,0,0.406
4,0.033,0.297,0.66,1.02,0.792,0.198,0,0,0.27,0.638,1.01,0.781,0.193,0,1.46,0,-0.066,-0.033,0,0.11,-0.143,0,0.195,0,-0.333,-0.268,0.0066,-0.125,-0.41,0,0.606
4,0.372,0.745,1.15,1.23,0.946,0.344,0,0,0.435,0.898,1.05,0.821,0.282,0,1.69,0,0.086,0.201,0,0.124,-0.0669,0,0.26,0,-0.168,-0.00795,0.0458,-0.0844,-0.321,0,0.375
4,0,0.274,0.671,1.04,0.762,0.274,0.0305,0,0.269,0.661,1.02,0.742,0.249,0,1.47,0,-0.0711,-0.0203,0,0.061,-0.0915,0,0.133,0,-0.334,-0.245,0.0213,-0.164,-0.354,0,0.569
4,0.157,0.566,0.849,0.975,0.692,0.283,0,0,0.435,0.744,0.896,0.639,0.257,0,1.42,0,0.136,0.147,0,0.0419,-0.0419,0,0.209,0,-0.0972,-0.0649,0,-0.17,-0.275,0,0.344
4,0.158,0.791,0.981,1.52,1.2,0.443,0,0,0.659,0.876,1.44,1.15,0.417,0,2.18,0,0.179,-0.0844,0,0.19,-0.0633,0,0.282,0,0.0564,-0.0302,0.44,0.244,-0.186,0,0.54
4,0.188,0.531,0.688,1.03,0.906,0.313,0,0,0.375,0.562,0.937,0.844,0.281,0,1.46,0,0.0625,-0.0625,0,0.219,-0.0312,0,0.238,0,-0.185,-0.285,0,-0.00371,-0.279,0,0.439
1,-0.0183,0.323,0.243,0.438,0.43,0.144,-0.00843,0,0.34,0.258,0.452,0.442,0.154,0,0.778,0,0.0732,-0.275,-0.348,-0.0916,-0.113,0,0.473,0,0.0845,-0.145,0,0.0386,-0.101,0,0.2
1,-0.0183,0.374,0.518,0.762,0.799,0.6,0.536,0,0.3,0.351,0.503,0.448,0.156,0,0.831,0,0.0331,-0.182,-0.297,-0.0856,-0.111,0,0.377,0,0.0144,-0.098,0,-0.00135,-0.129,0,0.163
1,0.207,0.372,0.425,0.578,0.435,0.0561,-0.142,0,0.223,0.335,0.545,0.461,0.14,0,0.832,0,-0.0435,-0.198,-0.255,-0.0726,-0.126,0,0.357,0,-0.0878,-0.153,0,-0.0272,-0.171,0,0.247
1,0.194,0.389,0.446,0.458,0.405,0.131,-0.142,0,0.251,0.363,0.432,0.435,0.217,0,0.786,0,0.0512,-0.0367,-0.168,-0.365,-0.183,0,0.446,0,0.00742,-0.0219,0,0.0497,-0.0263,0,0.0608
1,-0.0183,0.274,0.412,0.575,0.522,0.15,-0.142,0,0.313,0.472,0.655,0.623,0.272,0,1.1,0,0.0467,-0.0615,-0.145,0.0894,0.00548,0,0.187,0,-0.0641,-0.115,0,0.0354,-0.105,0,0.173
1,-0.0183,0.378,0.375,0.404,0.402,0.13,0.0607,0,0.383,0.367,0.383,0.368,0.0822,0,0.755,0,0.117,-0.166,-0.417,-0.166,-0.184,0,0.526,0,0.158,0.0105,-0.0172,0.0108,-0.143,0,0.214
1,-0.0183,0.29,0.389,0.546,0.586,0.337,-0.00411,0,0.306,0.402,0.557,0.594,0.343,0,1.02,0,0.106,0.00225,-0.0426,-0.206,-0.0567,0,0.242,0,-0.012,-0.0965,0,0.0956,0.0252,0,0.139
1,0.0657,0.51,0.524,0.535,0.483,0.128,-0.142,0,0.479,0.528,0.574,0.556,0.236,0,1.1,0,0.212,-0.00549,-0.226,0.0222,-0.0309,0,0.312,0,0.151,0.0144,0,0.0421,-0.0921,0,0.182
1,0.0714,0.549,0.379,0.351,0.253,0.0553,-0.142,0,0.513,0.379,0.386,0.324,0.162,0,0.829,0,0.247,-0.155,-0.414,-0.209,-0.105,0,0.557,0,0.288,0.0218,-0.0138,-0.0326,-0.0633,0,0.298
1,0.175,0.404,0.551,0.575,0.474,0.262,-0.142,0,0.282,0.482,0.559,0.511,0.352,0,1,0,0.0158,-0.0511,-0.241,-0.0228,0.0852,0,0.262,0,-0.0365,-0.0178,0,0.0106,0.033,0,0.0533
1,0.203,0.452,0.418,0.434,0.381,0.0529,-0.142,0,0.307,0.33,0.404,0.408,0.138,0,0.743,0,0.107,-0.0696,-0.196,-0.392,-0.262,0,0.526,0,0.0796,-0.0296,0,0.0483,-0.0896,0,0.133
1,0.121,0.477,0.437,0.503,0.45,0.107,-0.142,0,0.4,0.404,0.514,0.505,0.206,0,0.94,0,0.134,-0.13,-0.286,-0.0288,-0.0607,0,0.348,0,0.108,-0.0553,0,0.0455,-0.0859,0,0.156
1,-0.0183,0.218,0.218,0.343,0.29,0.074,-0.0929,0,0.249,0.261,0.399,0.358,0.154,0,0.664,0,-0.0175,-0.272,-0.401,-0.175,-0.112,0,0.528,0,0.0238,-0.0956,-0.00124,0.00154,-0.0709,0,0.121
1,-0.0183,0.243,0.422,0.55,0.577,0.318,0.0584,0,0.248,0.414,0.529,0.544,0.272,0,0.94,0,0.0482,0.0143,-0.0705,-0.256,-0.128,0,0.299,0,-0.0531,-0.0591,0,0.0707,-0.0293,0,0.11
1,-0.0183,0.551,0.571,0.656,0.682,0.545,0.488,0,0.485,0.421,0.421,0.363,0.142,0,0.861,0,0.219,-0.112,-0.379,-0.171,-0.125,0,0.499,0,0.248,0.0451,0,-0.0131,-0.0956,0,0.27
1,0.065,0.255,0.145,0.239,0.186,0.000951,-0.142,0,0.224,0.149,0.277,0.259,0.109,0,0.478,0,-0.0424,-0.384,-0.523,-0.274,-0.158,0,0.723,0,-0.00105,-0.208,-0.123,-0.0976,-0.117,0,0.285
1,-0.0183,0.323,0.332,0.394,0.475,0.322,0.0809,0,0.325,0.318,0.362,0.427,0.258,0,0.766,0,0.125,-0.0822,-0.238,-0.373,-0.142,0,0.488,0,0.0996,-0.039,-0.0377,0.0701,0.0327,0,0.137
2,1.71,1.97,1.97,1.94,1.43,0.914,0,0,0.543,0.829,1.09,0.857,0.629,0,1.81,0,0.181,0.105,0,0.133,0.267,0,0.364,0,-0.06,-0.0772,0.0857,-0.0486,0.0257,0,0.141
2,0.34,0.578,0.646,0.714,0.544,0.306,0,0,0.295,0.42,0.544,0.431,0.249,0,0.898,0,0.0281,-0.114,-0.256,-0.102,-0.0172,0,0.3,0,-0.0154,-0.0673,0,-0.0559,-0.0607,0,0.108
2,0.387,0.581,0.71,0.742,0.71,0.387,0,0,0.258,0.452,0.548,0.581,0.323,0,1.01,0,0.0581,0.0516,-0.0516,-0.219,-0.0774,0,0.251,0,-0.0546,-0.0389,0,0.0901,0.00994,0,0.113
2,0.178,0.386,0.504,0.593,0.564,0.326,0,0,0.237,0.386,0.504,0.504,0.297,0,0.896,0,0.0374,-0.0142,-0.0955,-0.296,-0.103,0,0.33,0,-0.0491,-0.0651,0,0.0536,0.0103,0,0.0981
2,0,0.408,0.612,0.646,0.578,0.306,0.034,0,0.402,0.601,0.629,0.556,0.278,0,1.14,0,0.136,0.0676,-0.171,0.0222,0.0111,0,0.23,0,0.0409,0.037,0,-0.00836,-0.0838,0,0.101
2,0.467,0.6,0.8,0.967,0.9,0.467,0,0,0.211,0.489,0.733,0.744,0.389,0,1.24,0,0.0111,0.0889,0.133,-0.0556,-0.0111,0,0.17,0,-0.215,-0.17,0,0.0855,-0.0375,0,0.29
2,0.0769,0.385,0.5,0.615,0.615,0.423,0,0,0.321,0.449,0.577,0.59,0.41,0,1.07,0,0.121,0.0487,-0.0231,-0.21,0.0103,0,0.248,0,-0.00929,-0.0677,0,0.0734,0.0805,0,0.129
3,0.146,0.547,0.693,1.28,0.949,0.365,0,0,0.426,0.596,1.2,0.9,0.341,0,1.71,0,0.0243,-0.207,0,0.0973,-0.0608,0,0.238,0,-0.177,-0.31,0.204,-0.00551,-0.262,0,0.488
3,0.115,0.458,0.611,0.725,0.458,0.0763,0,0,0.363,0.534,0.668,0.42,0.0573,0,1.02,0,0.0959,0.00102,-0.132,-0.113,-0.209,0,0.289,0,-0.0228,-0.0648,0,-0.179,-0.328,0,0.38
3,0.456,1.05,1.23,1.47,0.947,0.316,0,0,0.673,0.924,1.25,0.795,0.24,0,1.88,0,0.257,0.0936,0,-0.0351,-0.175,0,0.327,0,0.0697,0.0182,0.246,-0.11,-0.363,0,0.458
3,0.891,1.16,1.32,2.02,1.74,0.62,0,0,0.42,0.724,1.57,1.45,0.472,0,2.34,0,-0.103,-0.323,0,0.401,-0.0517,0,0.527,0,-0.183,-0.182,0.57,0.541,-0.131,0,0.838
3,0,0.382,0.725,1.3,1.07,0.763,0.42,0,0.312,0.585,1.09,0.789,0.413,0,1.55,0,-0.0509,-0.14,0,0.0636,0.0509,0,0.17,0,-0.291,-0.321,0.0878,-0.117,-0.189,0,0.495
3,0,0.24,0.64,1.12,1,0.32,0,0,0.24,0.64,1.12,1,0.32,0,1.68,0,-0.133,-0.107,0,0.253,-0.0533,0,0.31,0,-0.363,-0.266,0.12,0.0942,-0.283,0,0.553
3,0.331,0.579,0.826,0.702,0.496,0.124,0,0,0.303,0.606,0.537,0.386,0.0689,0,0.949,0,-0.097,-0.194,-0.0628,-0.0143,-0.131,0,0.261,0,-0.00292,0.126,0,-0.0947,-0.237,0,0.285
3,0,0.393,0.846,0.785,0.393,0.121,0.0302,0,0.388,0.836,0.77,0.373,0.0957,0,1.26,0,-0.0302,0,0.144,-0.0453,-0.113,0,0.191,0,-0.0622,0.143,0,-0.32,-0.354,0,0.502
3,0.139,0.383,0.523,0.871,0.801,0.244,0,0,0.267,0.43,0.801,0.755,0.221,0,1.23,0,2.98E-07,-0.105,0,0.221,-0.0465,0,0.249,0,-0.203,-0.292,0,0.0335,-0.249,0,0.435
1,0,0.266,0.494,0.722,0.875,0.646,0.418,0,0.196,0.355,0.513,0.596,0.298,0,0.934,0,-0.00355,-0.0451,-0.0867,-0.204,-0.102,0,0.248,0,-0.0953,-0.104,0,0.137,0.00612,0,0.197
1,0.544,0.782,0.782,0.748,0.646,0.442,0,0,0.329,0.42,0.476,0.465,0.351,0,0.922,0,0.0621,-0.114,-0.324,-0.0685,0.0848,0,0.365,0,0.059,-0.00581,0,0.0395,0.0817,0,0.108
1,0,0.283,0.566,0.597,0.66,0.597,0.283,0,0.236,0.472,0.456,0.472,0.362,0,0.916,0,0.0358,0.0717,-0.144,-0.328,-0.0384,0,0.369,0,-0.0221,0.0646,0,0.0646,0.104,0,0.14
1,0,0.649,0.84,1.07,1.07,0.763,0.382,0,0.585,0.712,0.878,0.814,0.445,0,1.58,0,0.293,0.127,0,0.229,0.153,0,0.421,0,0.0653,-0.0796,0,0.0221,-0.0747,0,0.129
1,0.12,0.2,0.36,0.44,0.36,0.24,0,0,0.1,0.28,0.38,0.32,0.22,0,0.619,0,-0.167,-0.253,-0.42,-0.213,-0.0467,0,0.562,0,-0.125,-0.0768,-0.02,-0.0368,-0.00533,0,0.153
1,0.368,0.635,0.736,0.602,0.435,0.134,0,0,0.329,0.491,0.418,0.312,0.0725,0,0.791,0,-0.0711,-0.309,-0.182,-0.0878,-0.128,0,0.397,0,0.0931,0.118,0,-0.0608,-0.163,0,0.23
1,0,0.225,0.405,0.586,0.676,0.36,0.315,0,0.173,0.3,0.428,0.465,0.0976,0,0.728,0,-0.0273,-0.0997,-0.172,-0.335,-0.302,0,0.494,0,-0.0689,-0.0816,0,0.0836,-0.144,0,0.198
1,0,0.188,0.375,0.469,0.469,0.313,0,0,0.188,0.375,0.469,0.469,0.313,0,0.844,0,-0.0792,-0.158,-0.331,-0.0646,0.0458,0,0.384,0,-0.0779,-0.0436,0,0.0501,0.0471,0,0.113
1,0.258,0.544,0.688,0.802,0.745,0.659,0,0,0.33,0.516,0.673,0.659,0.616,0,1.28,0,0.0628,-0.0176,-0.127,0.126,0.349,0,0.398,0,-0.0593,-0.0883,0,0.0549,0.227,0,0.257
1,0,0.196,0.392,0.588,0.588,0.458,0.163,0,0.169,0.338,0.507,0.479,0.321,0,0.856,0,-0.0978,-0.196,-0.293,-0.054,0.0547,0,0.374,0,-0.119,-0.115,0,0.0266,0.0336,0,0.171
3,0.634,0.915,1.13,1.48,1.2,0.387,0,0,0.387,0.704,1.16,0.986,0.282,0,1.75,0,1.67E-06,-0.0704,0,0.211,-0.106,0,0.246,0,-0.216,-0.202,0.162,0.0802,-0.321,0,0.472
3,0,0.0926,0.37,0.772,0.741,0.432,0.123,0,0.072,0.329,0.71,0.658,0.329,0,1.08,0,-0.195,-0.204,-0.0901,0.125,0.0626,0,0.327,0,-0.34,-0.308,0,0.021,-0.0824,0,0.466
3,0.615,0.892,1.14,1.54,1.29,0.708,0,0,0.379,0.728,1.23,1.09,0.605,0,1.93,0,-0.0308,-0.0923,0,0.267,0.195,0,0.344,0,-0.223,-0.178,0.231,0.181,0.00228,0,0.409
3,0.601,1.05,1.35,1.62,1.17,0.39,0,0,0.551,0.951,1.32,0.971,0.29,0,2,0,0.11,0.0701,0,0.0901,-0.15,0,0.218,0,-0.0523,0.0452,0.321,0.0652,-0.313,0,0.458
3,0.0299,0.328,0.567,0.806,0.687,0.239,0,0,0.303,0.547,0.791,0.677,0.234,0,1.24,0,0.0368,0.0139,-0.00895,0.143,-0.0328,0,0.152,0,-0.16,-0.165,0,-0.0353,-0.229,0,0.326
3,0,0.249,0.654,0.903,0.81,0.405,0.125,0,0.228,0.613,0.841,0.727,0.301,0,1.32,0,-0.0519,0.0519,0,0.166,0.0208,0,0.183,0,-0.267,-0.145,0,-0.0312,-0.195,0,0.363
3,0,0.392,0.556,0.882,0.686,0.523,0.327,0,0.338,0.447,0.719,0.468,0.251,0,1.05,0,0.071,-0.0867,-0.081,-0.0649,-0.0161,0,0.154,0,-0.0796,-0.199,0,-0.177,-0.167,0,0.324
3,0.868,0.932,1.06,1.19,1.19,0.579,0,0,0.209,0.482,0.756,0.9,0.434,0,1.36,0,-0.0161,0.0322,0.0804,0,-0.0161,0,0.0895,0,-0.232,-0.197,0,0.221,-0.00643,0,0.376
3,0,0.161,0.418,0.804,0.643,0.225,0,0,0.161,0.418,0.804,0.643,0.225,0,1.14,0,-0.107,-0.118,0,0.107,-0.0429,0,0.197,0,-0.311,-0.306,0,-0.0807,-0.246,0,0.507
3,0.448,0.621,0.793,1,0.793,0.172,0,0,0.247,0.494,0.776,0.644,0.0977,0,1.15,0,-0.0195,-0.0391,-0.0241,0.11,-0.169,0,0.208,0,-0.206,-0.204,0,-0.0543,-0.356,0,0.462
3,0,0.224,0.479,1.18,0.958,0.543,0.351,0,0.165,0.362,1.01,0.724,0.25,0,1.33,0,-0.17,-0.309,0,0.0532,-0.0852,0,0.367,0,-0.438,-0.544,0.00639,-0.182,-0.353,0,0.803
3,0.219,0.376,0.533,0.909,0.752,0.282,0,0,0.193,0.387,0.799,0.679,0.246,0,1.16,0,-0.0734,-0.147,-0.000628,0.146,-0.0211,0,0.221,0,-0.275,-0.333,0,-0.0404,-0.223,0,0.488
3,0.0286,0.314,0.514,0.771,0.571,0.2,0,0,0.29,0.495,0.757,0.562,0.195,0,1.12,0,0.0238,-0.0381,-0.0429,0.0286,-0.0714,0,0.0989,0,-0.151,-0.186,0,-0.119,-0.246,0,0.363
3,0.873,0.982,1.24,1.45,1.2,0.582,0,0,0.255,0.655,1.02,0.909,0.436,0,1.6,0,-0.0849,-0.0242,0,0.23,0.097,0,0.265,0,-0.348,-0.251,0.0182,0.00334,-0.166,0,0.461
3,0,0.328,0.623,1.05,0.885,0.492,0,0,0.328,0.623,1.05,0.885,0.492,0,1.62,0,-0.0219,-0.0765,0,0.186,0.142,0,0.247,0,-0.275,-0.283,0.0492,-0.0205,-0.111,0,0.413
3,0.209,0.453,0.732,1.29,1.11,0.557,0,0,0.279,0.592,1.18,1.05,0.523,0,1.79,0,-0.116,-0.197,0,0.256,0.128,0,0.366,0,-0.324,-0.313,0.185,0.14,-0.0802,0,0.513
3,0.687,0.875,1.31,1.59,1.34,0.594,0,0,0.302,0.854,1.25,1.11,0.479,0,1.96,0,-0.115,0.0208,0,0.281,0.0625,0,0.311,0,-0.301,-0.0516,0.25,0.209,-0.124,0,0.463
5,0.126,0.189,0.158,0.158,0.126,0.158,0,0,0.0841,0.0736,0.0946,0.0841,0.137,0,0.217,0,-0.183,-0.46,-0.705,-0.449,-0.13,0,0.98,0,-0.141,-0.283,-0.305,-0.273,-0.0886,0,0.525
