cID,ID,seq,w30,w31,w32,w3d0,w3d1,w3d,w20,w21,w22,w2d0,w2d1,w2d,w10,w11,w12,w1d0,w1d1,w1d,curve
12, 019B9, 1, , , , , , , 4.80587, 4.83674, 4.77481, 0.030878, 0.0310578, 0.0309679, 3.61894, 3.66074, 3.57822, 0.0418009, 0.0407181, 0.0412595, 0.0361137
12, 019B9, 2, , , , , , , , , , , , , 2.37747, 2.44685, 2.31622, 0.0693864, 0.0612521, 0.0653193, 0.0653193
12, 019B9, 0, , , , , , , 5.23153, 5.06116, 5.38713, 0.170375, 0.155595, 0.162985, 5.98469, 5.88839, 6.07209, 0.096292, 0.0874056, 0.0918488, 0.127417
12, 019B9, 1, , , , , , , 4.80305, 4.83674, 4.77114, 0.0336947, 0.0319042, 0.0327994, 5.94845, 5.93441, 5.96143, 0.0140343, 0.0129861, 0.0135102, 0.0231548
12, 019B9, 2, , , , , , , , , , , , , 2.74135, 2.7367, 2.7468, 0.00465131, 0.00544968, 0.0050505, 0.0050505
12, 019B9, 0, , , , , , , 4.81727, 4.61272, 5.03414, 0.204545, 0.216874, 0.21071, 5.53481, 5.35589, 5.72459, 0.178917, 0.189779, 0.184348, 0.197529
12, 019B9, 1, , , , , , , 4.58803, 4.46741, 4.71239, 0.120624, 0.124355, 0.122489, 5.57456, 5.59746, 5.55037, 0.0228967, 0.024189, 0.0235428, 0.073016
12, 019B9, 2, , , , , , , , , , , , , 0.260602, 0.358771, 0.141897, 0.0981683, 0.118705, 0.108437, 0.108437
12, 019B9, 0, , , , , , , , , , , , , 5.17604, 4.85429, 5.53481, 0.32175, 0.358771, 0.34026, 0.34026
12, 019B9, 1, , , , , , , , , , , , , 5.64564, 5.62749, 5.66294, 0.018147, 0.0172991, 0.017723, 0.017723
12, 019B9, 2, , , , , , , , , , , , , 3.64444, 3.43305, 3.81633, 0.211386, 0.171898, 0.191642, 0.191642
12, 019B9, 0, , , , , , , , , , , , , 1.26492, 1.47584, 1.03907, 0.210927, 0.225845, 0.218386, 0.218386
12, 019B9, 1, , , , , , , , , , , , , 0.865228, 0.950547, 0.785398, 0.085319, 0.07983, 0.0825745, 0.0825745
12, 019B9, 2, , , , , , , , , , , , , 1.34156, 1.50838, 1.1659, 0.166813, 0.17566, 0.171237, 0.171237
12, 019B9, 0, , , , , , , 2.30361, 2.08994, 2.60117, 0.213669, 0.297562, 0.255615, 3.10712, 2.89661, 3.2587, 0.21051, 0.151578, 0.181044, 0.218329
12, 019B9, 1, , , , , , , 2.01952, 1.85685, 2.24554, 0.162672, 0.226017, 0.194345, 3.30236, 3.20035, 3.38657, 0.102007, 0.084216, 0.0931115, 0.143728
12, 019B9, 2, , , , , , , , , , , , , 0.374334, 0.528074, 0.244979, 0.153741, 0.129355, 0.141548, 0.141548
12, 019B9, 0, , , , , , , , , , , , , 2.27636, 1.98321, 2.53931, 0.293158, 0.262941, 0.278049, 0.278049
12, 019B9, 1, , , , , , , , , , , , , 2.60664, 2.62245, 2.58994, 0.015809, 0.0166998, 0.0162544, 0.0162544
12, 019B9, 2, , , , , , , , , , , , , 1.47732, 1.46014, 1.49949, 0.0171804, 0.0221695, 0.019675, 0.019675
12, 019B9, 0, , , , , , , , , , , , , 4.77292, 5.20633, 4.46741, 0.433409, 0.305511, 0.36946, 0.36946
12, 019B9, 1, , , , , , , , , , , , , 4.64796, 4.64108, 4.65363, 0.00688076, 0.00567094, 0.00627585, 0.00627585
