WW,1486,1152,1458,1485, 1745.97,1173.86, 1226.03,1130.14, 1717.97,1506.86, 1198.03,1463.14, 8.69628,
imageIdx, offcentreP, offcentreMM, ID, centreX, centreY, areaMM2, wallWidthMM, qtyCorners, c0X, c0Y, c0lenMM, a0, sep0, c1X, c1Y, c1lenMM, a1, sep1, c2X, c2Y, c2lenMM, a2, sep2, c3X, c3Y, c3lenMM, a3, sep3, c4X, c4Y, c4lenMM, a4, sep4, c5X, c5Y, c5lenMM, a5, sep5, c6X, c6Y, c6lenMM, a6, sep6, c7X, c7Y, c7lenMM, a7, sep7
0,-249.879,-28.7341,70,196.348,172.488,23.9601,0,6,197.668,169.781,2.6468,0.558599,5.42415,195.021,169.782,2.95458,1.5708,5.74959,193.347,172.217,3.35114,2.53931,5.58184,194.976,175.146,2.95479,3.65398,5.27742,197.931,175.194,2.8543,4.65981,5.46967,199.453,172.78,3.49014,5.72459,5.42415
0,-167.46,-19.2565,72,186.862,172.2,20.8256,0,6,188.187,169.618,2.20997,0.531724,5.66998,185.982,169.476,2.89432,1.52084,5.75677,184.182,171.743,3.30898,2.50884,5.34742,185.686,174.69,2.95924,3.60524,5.14259,188.641,174.548,2.36764,4.71239,5.46211,189.823,172.497,3.31112,5.75146,5.66998
0,-45.7873,-5.26516,86,173.063,169.325,19.6824,0,6,174.53,166.924,2.98915,0.558599,5.42415,171.541,166.937,2.74294,1.5708,5.46211,170.253,169.359,2.16281,2.65862,5.32357,171.243,171.282,3.9298,3.66967,5.59131,175.172,171.191,1.90547,4.71239,5.46211,176.012,169.482,2.95587,5.7708,5.27742
0,-207.716,-23.8856,87,191.749,169.325,23.8139,0,6,193.266,166.829,3.04178,0.512389,5.27742,190.224,166.83,3.12363,1.5708,5.46211,188.672,169.541,3.07991,2.58299,5.42415,190.295,172.159,2.56536,3.67332,5.66998,192.859,172.221,3.23274,4.71239,5.74959,194.745,169.595,3.13763,5.6809,5.58184
0,-127.788,-14.6945,88,182.549,169.038,21.071,0.198205,6,184.153,166.752,3.00515,0.512389,5.27742,181.148,166.794,3.30081,1.62338,5.46967,179.763,169.79,2.08255,2.65469,5.52977,180.893,171.539,2.90576,3.67332,5.66998,183.793,171.721,2.88188,4.65981,5.46967,185.493,169.394,2.96212,5.65044,5.34742
0,139.61,16.0539,91,151.789,167.888,23.338,0.357707,6,154.561,166.386,3.13561,0.0454233,6.33107,151.828,164.849,2.94093,1.0839,5.52977,149.308,166.364,3.1248,2.1451,5.82101,149.327,169.489,3.22504,3.14159,5.74959,152.297,170.745,3.00591,4.32069,5.72308,154.71,168.952,2.56959,5.30039,6.21913
0,189.434,21.7833,92,146.039,167.888,23.5367,0.0958264,6,148.736,166.554,3.4493,-0,5.74959,145.696,164.924,2.81809,1.0839,5.52977,143.377,166.525,3.46377,2.17308,5.58184,143.904,169.948,2.98188,3.29936,5.12326,146.72,170.93,2.33098,4.3394,5.68017,148.647,169.619,3.06707,5.30539,6.37867
0,85.0124,9.77572,96,158.114,167.6,20.805,0.571674,6,160.669,165.934,2.94722,0.0104163,5.5199,158.019,164.644,2.39913,1.13985,5.50551,156.016,165.966,3.81078,2.25311,5.92654,156.301,169.766,1.94493,3.18702,6.33107,158.072,170.569,3.40656,4.22791,6.17244,160.824,168.561,2.63165,5.36138,6.27864
0,-245.69,-28.2523,103,196.348,166.738,22.6571,0,6,197.6,164.011,2.23777,0.558599,5.42415,195.363,164.028,3.43622,1.62075,5.75677,193.514,166.925,2.91556,2.58299,5.42415,195.036,169.412,2.9445,3.65398,5.27742,197.98,169.343,2.72617,4.71239,5.74959,199.419,167.027,3.52112,5.72459,5.42415
0,-165.762,-19.0612,104,187.149,166.451,21.7764,0,6,188.513,163.877,2.95977,0.512389,5.27742,185.564,164.118,2.61721,1.67567,5.49228,184.274,166.395,3.06766,2.60987,5.66998,185.81,169.051,2.57968,3.65398,5.27742,188.388,169.147,3.05303,4.66243,5.75677,190.047,166.584,3.11134,5.72459,5.42415
