"shape","expt","date","hive","tab","isRandom","angle00","angle01","angle10","angle11","angle20","angle21","angle0","angle1","angle2","angleSum","r","seg","degrees","hiveseg","tabseg","tabinstance","tabinstanceRnd"
7," 094A1","11/07/2020","A",3,0,2.78282,2.57026,0.489957,0.0587558,5.30039,4.52704,0.212567,0.431202,0.773351,1.41712,"E","094A1E",81.1949950635792,"AE","3E","094A13","094A13E"
7," 094A1","11/07/2020","A",3,0,2.57026,2.31274,0.286051,6.03821,0,0,0.257512,0.53103,0,0.788542,"E","094A1E",45.180128568805,"AE","3E","094A13","094A13E"
7," 094A1","11/07/2020","A",3,1,0.868539,0.174672,5.99713,5.74277,2.62245,2.06075,0.693867,0.254368,0.561693,1.50993,"R","094A1R",86.5126163601884,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,1,2.4859,1.92957,0.174672,5.53777,0,0,0.55633,0.920091,0,1.47642,"R","094A1R",84.592634788705,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,1,1.15839,0.950547,5.25281,4.71239,2.62245,2.35619,0.207839,0.54042,0.266252,1.01451,"R","094A1R",58.1271412738172,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,1,0.571337,0.231091,5.94389,5.53777,3.71293,3.38657,0.340247,0.406126,0.326359,1.07273,"R","094A1R",61.4629015570688,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,1,1.31019,0.785398,0.0587558,5.9803,4.58803,4.24874,0.524796,0.361641,0.339293,1.22573,"R","094A1R",70.2291558225704,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,1,0.825377,0.358771,4.65363,4.00376,3.37268,2.95624,0.466606,0.64987,0.416439,1.53292,"R","094A1R",87.8298463311942,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,0,0.512389,4.00376,0,0,0,0,2.79181,0,0,2.79181,"E","094A1E",159.958930202418,"AE","3E","094A13","094A13E"
7," 094A1","11/07/2020","A",3,0,3.84385,1.19029,0,0,0,0,2.65356,0,0,2.65356,"E","094A1E",152.037788684735,"AE","3E","094A13","094A13E"
7," 094A1","11/07/2020","A",3,0,3.25225,0.571337,0,0,0,0,2.68091,0,0,2.68091,"E","094A1E",153.604828254418,"AE","3E","094A13","094A13E"
7," 094A1","11/07/2020","A",3,0,3.97044,2.11122,0,0,0,0,1.85923,0,0,1.85923,"E","094A1E",106.526032144108,"AE","3E","094A13","094A13E"
7," 094A1","11/07/2020","A",3,1,1.68145,1.26791,0,5.81954,4.82305,4.27576,0.413542,0.463648,0.547284,1.42447,"R","094A1R",81.6161190430004,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,1,1.9513,1.01914,0.732815,5.94389,0,0,0.932161,1.07211,0,2.00427,"R","094A1R",114.836212004686,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,1,3.77434,3.38657,0.965252,5.99713,0,0,0.38777,1.2513,0,1.63907,"R","094A1R",93.9117933265078,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,0,0,0,0,0,0,0,0,0,0,0,"E","094A1E",0,"AE","3E","094A13","094A13E"
7," 094A1","11/07/2020","A",3,0,4.59528,2.03444,0,0,0,0,2.56084,0,0,2.56084,"E","094A1E",146.725324008282,"AE","3E","094A13","094A13E"
7," 094A1","11/07/2020","A",3,0,4.2,2.22649,0,0,0,0,1.97351,0,0,1.97351,"E","094A1E",113.073793826863,"AE","3E","094A13","094A13E"
7," 094A1","11/07/2020","A",3,1,1.26791,0.244979,4.46741,4.01765,3.57822,2.43934,1.02293,0.44976,1.13888,2.61158,"R","094A1R",149.632511860776,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,1,3.20401,1.10715,0,0,0,0,2.09686,0,0,2.09686,"R","094A1R",120.141228229802,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,1,3.63155,0.876058,0,0,0,0,2.75549,0,0,2.75549,"R","094A1R",157.877947490503,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,1,6.09784,3.92699,0,0,0,0,2.17085,0,0,2.17085,"R","094A1R",124.380542955975,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,1,1.85685,1.40565,0,5.81954,5.07116,4.45179,0.4512,0.463648,0.619373,1.53422,"R","094A1R",87.9043308445612,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,1,1.98321,1.32582,0.904827,0.380506,4.52704,3.80756,0.657389,0.524321,0.719479,1.90119,"R","094A1R",108.930163052477,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,1,0.260602,3.83633,0,0,0,0,2.70746,0,0,2.70746,"R","094A1R",155.12603120049,"AR","3R","094A13","094A13R"
7," 094A1","11/07/2020","A",3,1,1.98321,0.999459,6.01224,5.58093,4.87754,4.46741,0.983748,0.43131,0.410127,1.82519,"R","094A1R",104.575683809483,"AR","3R","094A13","094A13R"
7," 095A1","11/07/2020","C",1,0,2.97644,2.31274,0.655696,0,5.37836,3.51248,0.6637,0.655696,1.86587,3.18527,"E","095A1E",182.502527609636,"CE","1E","095A11","095A11E"
7," 095A1","11/07/2020","C",1,0,1.50838,4.39064,0,0,0,0,3.40092,0,0,3.40092,"E","095A1E",194.858362461632,"CE","1E","095A11","095A11E"
7," 095A1","11/07/2020","C",1,0,1.5708,0,5.45434,4.89774,4.24874,3.554,1.5708,0.556599,0.694739,2.82213,"E","095A1E",161.696138237255,"CE","1E","095A11","095A11E"
7," 095A1","11/07/2020","C",1,0,1.50838,0.741947,5.28373,3.88701,0,0,0.76643,1.39671,0,2.16314,"E","095A1E",123.938792495929,"CE","1E","095A11","095A11E"
7," 095A1","11/07/2020","C",1,0,1.5708,0.244979,5.61722,5.17604,3.32694,2.76109,1.32582,0.44118,0.565854,2.33285,"E","095A1E",133.662459237094,"CE","1E","095A11","095A11E"
7," 095A1","11/07/2020","C",1,0,2.08994,0.999459,0.231091,5.36808,0,0,1.09048,1.14619,0,2.23668,"E","095A1E",128.152324121321,"CE","1E","095A11","095A11E"
7," 095A1","11/07/2020","C",1,0,2.89661,2.19105,0.302885,5.41465,0,0,0.705568,1.17142,0,1.87699,"E","095A1E",107.54360518826,"CE","1E","095A11","095A11E"
7," 095A1","11/07/2020","C",1,0,2.76109,1.26791,6.11804,4.42634,0,0,1.49317,1.6917,0,3.18487,"E","095A1E",182.479609297831,"CE","1E","095A11","095A11E"
7," 095A1","11/07/2020","C",1,0,4.35362,1.05165,0,0,0,0,3.30197,0,0,3.30197,"E","095A1E",189.188945078812,"CE","1E","095A11","095A11E"
7," 095A1","11/07/2020","C",1,0,5.08328,2.47562,0,0,0,0,2.60766,0,0,2.60766,"E","095A1E",149.407912405084,"CE","1E","095A11","095A11E"
7," 095A1","11/07/2020","C",1,0,2.57026,1.74547,0.244979,0,4.71239,4.01013,0.824787,0.244979,0.702257,1.77202,"E","095A1E",101.529267212772,"CE","1E","095A11","095A11E"
7," 095A1","11/07/2020","C",1,0,6.22443,5.81954,5.35589,4.42634,4.17197,3.07917,0.404892,0.929553,1.0928,2.42724,"E","095A1E",139.070607865334,"CE","1E","095A11","095A11E"
7," 095A1","11/07/2020","C",1,0,1.24905,5.87077,4.77114,3.7296,0,0,1.66146,1.04155,0,2.70301,"E","095A1E",154.871064981657,"CE","1E","095A11","095A11E"
7," 095A1","11/07/2020","C",1,1,2.9105,2.27305,0.489957,5.81954,4.36937,3.71293,0.637449,0.953605,0.656435,2.24749,"R","095A1R",128.771691497857,"CR","1R","095A11","095A11R"
7," 095A1","11/07/2020","C",1,1,0.185348,5.92441,5.58093,5.31793,3.96697,3.02448,0.544119,0.262995,0.942486,1.7496,"R","095A1R",100.244695836089,"CR","1R","095A11","095A11R"
7," 095A1","11/07/2020","C",1,1,0.785398,4.27576,0,0,0,0,2.79282,0,0,2.79282,"R","095A1R",160.016798939727,"CR","1R","095A11","095A11R"
7," 095A1","11/07/2020","C",1,1,2.35619,1.9513,0.124355,5.84656,4.01765,3.7296,0.404892,0.560982,0.288055,1.25393,"R","095A1R",71.8448968048393,"CR","1R","095A11","095A11R"
7," 095A1","11/07/2020","C",1,1,3.554,3.31626,0.124355,5.62749,5.22478,4.58803,0.237738,0.780051,0.636744,1.65453,"R","095A1R",94.7975860777801,"CR","1R","095A11","095A11R"
7," 095A1","11/07/2020","C",1,1,1.69515,0.785398,5.38713,4.17197,0,0,0.909753,1.21516,0,2.12491,"R","095A1R",121.748374845144,"CR","1R","095A11","095A11R"
7," 095A1","11/07/2020","C",2,0,3.37268,5.17604,0,0,0,0,4.47983,0,0,4.47983,"E","095A1E",256.675351936092,"CE","2E","095A12","095A12E"
7," 095A1","11/07/2020","C",2,0,5.58093,2.22649,0,0,0,0,3.35444,0,0,3.35444,"E","095A1E",192.195254629864,"CE","2E","095A12","095A12E"
7," 095A1","11/07/2020","C",2,0,2.58994,1.21203,6.15883,5.53777,4.4813,4.01765,1.37791,0.621064,0.463648,2.46262,"E","095A1E",141.097732544507,"CE","2E","095A12","095A12E"
7," 095A1","11/07/2020","C",2,0,2.23677,1.5708,5.84656,4.17197,3.60524,2.9105,0.665969,1.67459,0.694738,3.0353,"E","095A1E",173.909879556059,"CE","2E","095A12","095A12E"
7," 095A1","11/07/2020","C",2,0,0.117109,3.50036,0,0,0,0,2.89993,0,0,2.89993,"E","095A1E",166.153749883373,"CE","2E","095A12","095A12E"
7," 095A1","11/07/2020","C",2,0,0.117109,3.2129,0,0,0,0,3.18739,0,0,3.18739,"E","095A1E",182.623994662204,"CE","2E","095A12","095A12E"
7," 095A1","11/07/2020","C",2,0,5.4502,2.27305,0,0,0,0,3.17715,0,0,3.17715,"E","095A1E",182.03728587999,"CE","2E","095A12","095A12E"
7," 095A1","11/07/2020","C",2,0,1.76819,0.982794,0.463648,5.72459,5.13061,3.57822,0.785398,1.02225,1.55239,3.36004,"E","095A1E",192.516110995137,"CE","2E","095A12","095A12E"
7," 095A1","11/07/2020","C",2,0,3.19709,2.44685,1.62629,0.463648,4.77114,4.46741,0.750237,1.16265,0.303734,2.21662,"E","095A1E",127.002970784289,"CE","2E","095A12","095A12E"
7," 095A1","11/07/2020","C",2,0,4.42634,3.50036,2.9442,0.493941,0,0,0.925974,2.45026,0,3.37623,"E","095A1E",193.443729665454,"CE","2E","095A12","095A12E"
7," 095A1","11/07/2020","C",2,1,2.17634,1.69515,6.12658,5.71185,4.29998,3.83633,0.48119,0.414736,0.463648,1.35957,"R","095A1R",77.8976229526013,"CR","2R","095A12","095A12R"
7," 095A1","11/07/2020","C",2,1,2.60117,1.63736,1.05165,0.785398,5.22478,4.65981,0.963809,0.266252,0.564973,1.79503,"R","095A1R",102.847643099368,"CR","2R","095A12","095A12R"
7," 095A1","11/07/2020","C",2,1,2.78282,2.17308,1.26791,0.828849,5.71185,5.20235,0.609738,0.439062,0.509501,1.5583,"R","095A1R",89.2840132152362,"CR","2R","095A12","095A12R"
7," 095A1","11/07/2020","C",2,1,1.97569,1.5708,6.05209,5.46332,5.07116,4.58803,0.404892,0.588777,0.483126,1.47679,"R","095A1R",84.6138342271248,"CR","2R","095A12","095A12R"
7," 095A1","11/07/2020","C",2,1,0.999459,0.436627,5.66294,5.0929,3.44448,2.70497,0.562832,0.57004,0.739512,1.87238,"R","095A1R",107.279471644705,"CR","2R","095A12","095A12R"
7," 095A1","11/07/2020","C",2,1,2.4859,1.9513,0.785398,0.436627,5.53777,4.95737,0.534594,0.348771,0.580399,1.46376,"R","095A1R",83.8672702200694,"CR","2R","095A12","095A12R"
7," 095A1","11/07/2020","C",3,0,0.41241,5.30039,4.27576,3.38657,0,0,1.3952,0.889191,0,2.28439,"E","095A1E",130.88590576189,"CE","3E","095A13","095A13E"
7," 095A1","11/07/2020","C",3,0,0.965252,5.07116,4.14105,3.57822,0,0,2.17728,0.562831,0,2.74011,"E","095A1E",156.996738401592,"CE","3E","095A13","095A13E"
7," 095A1","11/07/2020","C",3,0,1.13417,0.124355,5.1248,3.88701,0,0,1.00981,1.23779,0,2.2476,"E","095A1E",128.777994033604,"CE","3E","095A13","095A13E"
7," 095A1","11/07/2020","C",3,0,3.63553,2.06474,1.20362,0,0,0,1.5708,1.20362,0,2.77442,"E","095A1E",158.962556596686,"CE","3E","095A13","095A13E"
7," 095A1","11/07/2020","C",3,0,3.96697,1.32582,0.260602,5.45781,0,0,2.64115,1.08598,0,3.72713,"E","095A1E",213.548818696595,"CE","3E","095A13","095A13E"
7," 095A1","11/07/2020","C",3,0,4.24874,3.87941,2.7367,2.17634,1.13417,0,0.369334,0.56036,1.13417,2.06386,"E","095A1E",118.25046750587,"CE","3E","095A13","095A13E"
7," 095A1","11/07/2020","C",3,0,1.5708,0.117109,4.32178,3.01724,0,0,1.45369,1.30454,0,2.75823,"E","095A1E",158.034937926369,"CE","3E","095A13","095A13E"
7," 095A1","11/07/2020","C",3,0,4.88706,4.22243,2.31622,1.21203,0,0,0.664629,1.10419,0,1.76882,"E","095A1E",101.34592071833,"CE","3E","095A13","095A13E"
7," 095A1","11/07/2020","C",3,0,5.07116,2.76109,0,0,0,0,2.31007,0,0,2.31007,"E","095A1E",132.357261379786,"CE","3E","095A13","095A13E"
7," 095A1","11/07/2020","C",3,0,5.58093,2.70918,0,0,0,0,2.87174,0,0,2.87174,"E","095A1E",164.538581858899,"CE","3E","095A13","095A13E"
7," 095A1","11/07/2020","C",3,0,0.702257,3.33899,0,0,0,0,3.64645,0,0,3.64645,"E","095A1E",208.926195205479,"CE","3E","095A13","095A13E"
7," 095A1","11/07/2020","C",3,0,0.785398,4.59528,0,0,0,0,2.4733,0,0,2.4733,"E","095A1E",141.709651469707,"CE","3E","095A13","095A13E"
7," 095A1","11/07/2020","C",3,0,0.915101,4.19324,0,0,0,0,3.00504,0,0,3.00504,"E","095A1E",172.176109267993,"CE","3E","095A13","095A13E"
7," 095A1","11/07/2020","C",3,1,3.02448,2.35619,1.19029,0.785398,0.110657,5.90268,0.668289,0.404892,0.491164,1.56434,"R","095A1R",89.6300797234952,"CR","3R","095A13","095A13R"
7," 095A1","11/07/2020","C",3,1,0.244979,5.61722,3.92699,3.01724,0,0,0.910948,0.909753,0,1.8207,"R","095A1R",104.318425759469,"CR","3R","095A13","095A13R"
7," 095A1","11/07/2020","C",3,1,0.124355,6.01224,3.60524,3.02448,2.43934,1.81577,0.395302,0.580756,0.623561,1.59962,"R","095A1R",91.6514748247167,"CR","3R","095A13","095A13R"
7," 095A1","11/07/2020","C",3,1,0.825377,0.185348,3.97044,3.2587,0,0,0.640029,0.71174,0,1.35177,"R","095A1R",77.4507158723993,"CR","3R","095A13","095A13R"
7," 095A1","11/07/2020","C",3,1,2.31274,1.63736,1.03038,0.519146,4.95737,4.17197,0.675379,0.511231,0.785398,1.97201,"R","095A1R",112.987850157593,"CR","3R","095A13","095A13R"
7," 095A1","11/07/2020","C",3,1,5.90268,5.30039,2.11122,0.588003,0,0,0.602287,1.52321,0,2.1255,"R","095A1R",121.782179355056,"CR","3R","095A13","095A13R"
7," 095A1","11/07/2020","C",3,1,1.91009,1.21203,6.05209,5.53777,4.09214,3.5221,0.698063,0.514328,0.570041,1.78243,"R","095A1R",102.125716277503,"CR","3R","095A13","095A13R"
7," 095A1","11/07/2020","C",3,1,2.67795,1.89255,0.512389,0.185348,5.23153,5.01527,0.785398,0.327042,0.216261,1.3287,"R","095A1R",76.1289022390325,"CR","3R","095A13","095A13R"
7," 095A1","11/07/2020","C",3,1,2.08994,1.44644,5.0929,4.5635,4.17197,3.83633,0.643501,0.529397,0.335639,1.50854,"R","095A1R",86.4329752266652,"CR","3R","095A13","095A13R"
7," 095A1","11/07/2020","C",1,1,3.14159,1.9513,5.28373,4.54724,0,0,1.19029,0.736486,0,1.92678,"R","095A1R",110.396362050217,"CR","1R","095A11","095A11R"
7," 095A1","11/07/2020","C",1,1,2.14213,1.21203,4.52704,3.60524,0,0,0.930108,0.921801,0,1.85191,"R","095A1R",106.106627038072,"CR","1R","095A11","095A11R"
7," 095A1","11/07/2020","C",1,1,0.965252,0.358771,5.87077,5.42102,3.76184,3.08284,0.606481,0.449759,0.679005,1.73525,"R","095A1R",99.4225014000761,"CR","1R","095A11","095A11R"
7," 095A1","11/07/2020","C",2,1,1.5708,1.13417,6.22769,5.79323,3.92699,3.57822,0.436627,0.434459,0.348771,1.21986,"R","095A1R",69.8928295968286,"CR","2R","095A12","095A12R"
7," 095A1","11/07/2020","C",2,1,3.58144,2.98499,2.55359,2.00742,1.68791,6.15883,0.596444,0.546167,1.81226,2.95487,"R","095A1R",169.301580009822,"CR","2R","095A12","095A12R"
7," 095A1","11/07/2020","C",3,1,3.07502,2.44685,0.489957,6.03821,5.07116,4.53772,0.62817,0.734936,0.533443,1.89655,"R","095A1R",108.664310635536,"CR","3R","095A13","095A13R"
7," 095A1","11/07/2020","C",3,1,3.20401,2.67795,0.493941,6.22077,4.99844,4.4813,0.526066,0.55636,0.517142,1.59957,"R","095A1R",91.6486100357411,"CR","3R","095A13","095A13R"
7," 096A1","12/07/2020","B",1,0,4.24874,2.67795,2.67795,2.35619,5.79323,5.25281,1.5708,0.321751,0.54042,2.43297,"E","096A1E",139.398912681944,"BE","1E","096A11","096A11E"
7," 096A1","12/07/2020","B",1,0,2.39965,2.06075,6.16608,5.81954,4.95737,3.44448,0.338892,0.346539,1.51289,2.19832,"E","096A1E",125.954458019199,"BE","1E","096A11","096A11E"
7," 096A1","12/07/2020","B",1,0,2.43934,1.69515,5.17604,3.01724,0,0,0.744184,2.1588,0,2.90298,"E","096A1E",166.328502010888,"BE","1E","096A11","096A11E"
7," 096A1","12/07/2020","B",1,0,1.75614,1.13839,4.71239,3.5221,0,0,0.617756,1.19029,0,1.80805,"E","096A1E",103.593634148628,"BE","1E","096A11","096A11E"
7," 096A1","12/07/2020","B",1,0,1.13417,0.694738,0,5.87829,5.07116,3.92699,0.439431,0.404892,1.14417,1.98849,"E","096A1E",113.932084603969,"BE","1E","096A11","096A11E"
7," 096A1","12/07/2020","B",1,0,2.23677,5.49779,0,0,0,0,3.02216,0,0,3.02216,"E","096A1E",173.157013013257,"BE","1E","096A11","096A11E"
7," 096A1","12/07/2020","B",1,0,3.14159,2.65164,1.26791,0.41241,6.05209,5.37836,0.489957,0.855501,0.673736,2.01919,"E","096A1E",115.691065035021,"BE","1E","096A11","096A11E"
7," 096A1","12/07/2020","B",1,0,0.54042,4.35362,0,0,0,0,2.46999,0,0,2.46999,"E","096A1E",141.520002439518,"BE","1E","096A11","096A11E"
7," 096A1","12/07/2020","B",1,0,0.741947,3.92699,0,0,0,0,3.09814,0,0,3.09814,"E","096A1E",177.510346340661,"BE","1E","096A11","096A11E"
7," 096A1","12/07/2020","B",1,0,6.22769,5.53777,4.42634,2.53605,0,0,0.689921,1.89029,0,2.58021,"E","096A1E",147.83514325745,"BE","1E","096A11","096A11E"
7," 096A1","12/07/2020","B",1,0,0.655696,0.0624188,5.49779,3.554,0,0,0.593277,1.94378,0,2.53706,"E","096A1E",145.362830371461,"BE","1E","096A11","096A11E"
7," 096A1","12/07/2020","B",1,1,2.22649,1.19029,6.22443,5.0929,0,0,1.0362,1.13153,0,2.16774,"R","096A1R",124.202353081689,"BR","1R","096A11","096A11R"
7," 096A1","12/07/2020","B",1,1,2.22649,0.0587558,0,0,0,0,2.16774,0,0,2.16774,"R","096A1R",124.202353081689,"BR","1R","096A11","096A11R"
7," 096A1","12/07/2020","B",1,1,4.89774,4.18067,2.78282,1.49949,0,0,0.717072,1.28333,0,2.00041,"R","096A1R",114.615050295765,"BR","1R","096A11","096A11R"
7," 096A1","12/07/2020","B",1,1,1.32582,0.785398,5.99713,5.71185,3.00904,2.62245,0.54042,0.285286,0.386595,1.2123,"R","096A1R",69.4596735037097,"BR","1R","096A11","096A11R"
7," 096A1","12/07/2020","B",1,1,5.90268,5.58093,4.35362,2.44685,0,0,0.321751,1.90676,0,2.22851,"R","096A1R",127.684217602699,"BR","1R","096A11","096A11R"
7," 096A1","12/07/2020","B",1,1,0.0624188,6.22443,4.88706,4.51499,2.62245,2.22649,0.121175,0.372067,0.395955,0.889197,"R","096A1R",50.9472352556943,"BR","1R","096A11","096A11R"
7," 096A1","12/07/2020","B",1,0,0.737815,3.2129,0,0,0,0,3.8081,0,0,3.8081,"E","096A1E",218.188057963769,"BE","1E","096A11","096A11E"
7," 096A1","12/07/2020","B",1,1,2.70175,2.31917,0.605545,0.302885,0,0,0.382576,0.30266,0,0.685236,"R","096A1R",39.2611307704265,"BR","1R","096A11","096A11R"
7," 096A1","12/07/2020","B",1,1,0.927295,0.380506,3.68201,3.2587,2.35619,1.87368,0.546789,0.423311,0.482513,1.45261,"R","096A1R",83.2284222784985,"BR","1R","096A11","096A11R"
7," 096A1","12/07/2020","B",1,1,2.65164,2.35619,6.15883,5.87077,4.52704,3.5221,0.295441,0.288055,1.00494,1.58844,"R","096A1R",91.0109080097605,"BR","1R","096A11","096A11R"
7," 096A1","12/07/2020","B",1,1,0.665969,0.321751,4.33188,3.42764,2.78282,2.35619,0.344219,0.904238,0.426627,1.67508,"R","096A1R",95.9750143467739,"BR","1R","096A11","096A11R"
7," 096A1","12/07/2020","B",1,1,2.26553,1.87368,0.286051,0,4.64997,4.05669,0.391853,0.286051,0.593277,1.27118,"R","096A1R",72.83324900144,"BR","1R","096A11","096A11R"
7," 096A1","12/07/2020","B",1,1,0.605545,0.165149,5.86496,5.49779,3.88354,3.20401,0.440396,0.367174,0.679528,1.4871,"R","096A1R",85.2045537139047,"BR","1R","096A11","096A11R"
7," 096A1","12/07/2020","B",1,1,5.76404,5.41465,4.71239,4.05669,3.40219,2.67795,0.349393,0.655695,0.72425,1.72934,"R","096A1R",99.0838833431538,"BR","1R","096A11","096A11R"
7," 096A1","12/07/2020","B",2,0,0.110657,3.79729,0,0,0,0,2.59655,0,0,2.59655,"E","096A1E",148.771356294694,"BE","2E","096A12","096A12E"
7," 096A1","12/07/2020","B",2,0,0.519146,0.0554985,5.45781,5.103,3.7159,3.00904,0.463648,0.354813,0.706856,1.52532,"E","096A1E",87.3943984068947,"BE","2E","096A12","096A12E"
7," 096A1","12/07/2020","B",2,0,0.231091,3.14159,0,0,0,0,3.37268,0,0,3.37268,"E","096A1E",193.240329648182,"BE","2E","096A12","096A12E"
7," 096A1","12/07/2020","B",2,0,5.9803,4.42634,2.85554,2.39965,0,0,1.55396,0.455896,0,2.00986,"E","096A1E",115.156495412164,"BE","2E","096A12","096A12E"
7," 096A1","12/07/2020","B",2,0,5.36808,3.20401,0,0,0,0,2.16407,0,0,2.16407,"E","096A1E",123.992077570876,"BE","2E","096A12","096A12E"
7," 096A1","12/07/2020","B",2,0,5.07116,1.70335,0,0,0,0,3.36781,0,0,3.36781,"E","096A1E",192.961299201954,"BE","2E","096A12","096A12E"
7," 096A1","12/07/2020","B",2,0,0.339293,3.92699,3.40219,1.92957,0,0,2.69549,1.47263,0,4.16812,"E","096A1E",238.815684504069,"BE","2E","096A12","096A12E"
7," 096A1","12/07/2020","B",2,0,3.19709,0.785398,0,0,0,0,2.41169,0,0,2.41169,"E","096A1E",138.179658493905,"BE","2E","096A12","096A12E"
7," 096A1","12/07/2020","B",2,0,2.39965,2.03444,0.436627,6.22077,4.09214,3.66074,0.365201,0.499046,0.431401,1.29565,"E","096A1E",74.2352767261251,"BE","2E","096A12","096A12E"
7," 096A1","12/07/2020","B",2,0,1.08084,0.380506,4.15379,3.60524,2.22649,1.74547,0.700333,0.548549,0.481023,1.72991,"E","096A1E",99.1165419374762,"BE","2E","096A12","096A12E"
7," 096A1","12/07/2020","B",2,0,3.14159,1.01914,0,0,0,0,2.12245,0,0,2.12245,"E","096A1E",121.607427227542,"BE","2E","096A12","096A12E"
7," 096A1","12/07/2020","B",2,0,1.05165,5.22478,0,0,0,0,2.11006,0,0,2.11006,"E","096A1E",120.897532519374,"BE","2E","096A12","096A12E"
7," 096A1","12/07/2020","B",2,0,5.76404,0.785398,0,0,0,0,4.97864,0,0,4.97864,"E","096A1E",285.255059715012,"BE","2E","096A12","096A12E"
7," 096A1","12/07/2020","B",2,1,2.08319,0.74542,5.92441,5.76404,3.32694,3.14159,1.33777,0.160376,0.185348,1.68349,"R","096A1R",96.456871852479,"BR","2R","096A12","096A12R"
7," 096A1","12/07/2020","B",2,1,0.965252,6.22443,3.68201,3.01724,0,0,1.02401,0.664774,0,1.68878,"R","096A1R",96.7599665261032,"BR","2R","096A12","096A12R"
7," 096A1","12/07/2020","B",2,1,2.60117,2.31274,0.694738,6.22443,4.83674,4.35362,0.288429,0.753494,0.483126,1.52505,"R","096A1R",87.3789285464262,"BR","2R","096A12","096A12R"
7," 096A1","12/07/2020","B",2,1,2.83871,1.74547,1.26791,1.05841,5.41465,4.89774,1.09324,0.209505,0.516909,1.81965,"R","096A1R",104.25826519098,"BR","2R","096A12","096A12R"
7," 096A1","12/07/2020","B",2,1,1.32582,1.03038,5.81954,5.30039,3.32694,3.08284,0.295441,0.519146,0.244104,1.05869,"R","096A1R",60.6584688127051,"BR","2R","096A12","096A12R"
7," 096A1","12/07/2020","B",2,1,6.06452,5.37836,4.09214,3.71293,2.8023,2.43934,0.686158,0.37921,0.362964,1.42833,"R","096A1R",81.8372807519209,"BR","2R","096A12","096A12R"
7," 096A1","12/07/2020","B",2,1,1.08084,0.915101,5.20235,4.71239,3.80756,2.89661,0.165738,0.489957,0.910948,1.56664,"R","096A1R",89.7618600163753,"BR","2R","096A12","096A12R"
7," 096A1","12/07/2020","B",2,1,1.33971,0.41241,4.4813,3.96697,3.19709,2.67795,0.927295,0.514329,0.519146,1.96077,"R","096A1R",112.343845595866,"BR","2R","096A12","096A12R"
7," 096A1","12/07/2020","B",2,1,0.185348,6.06452,5.1248,4.46741,3.81633,3.37268,0.404017,0.657389,0.44365,1.50506,"R","096A1R",86.2335859139597,"BR","2R","096A12","096A12R"
7," 096A1","12/07/2020","B",2,1,2.35619,2.03444,5.81954,5.45781,5.17604,4.71239,0.321751,0.361729,0.463647,1.14713,"R","096A1R",65.7257075528421,"BR","2R","096A12","096A12R"
7," 096A1","12/07/2020","B",2,1,5.33264,4.99844,2.65164,1.05165,0,0,0.334198,1.59999,0,1.93418,"R","096A1R",110.820350818614,"BR","2R","096A12","096A12R"
7," 096A1","12/07/2020","B",2,1,0.876058,6.22443,5.42102,4.95737,0,0,0.934814,0.463648,0,1.39846,"R","096A1R",80.1258558178651,"BR","2R","096A12","096A12R"
7," 096A1","12/07/2020","B",3,0,6.16608,3.33899,0,0,0,0,2.82709,0,0,2.82709,"E","096A1E",161.98032530364,"BE","3E","096A13","096A13E"
7," 096A1","12/07/2020","B",3,0,2.67795,2.35619,1.3734,5.81954,4.82305,4.01013,0.321751,1.83705,0.812914,2.97171,"E","096A1E",170.266440936822,"BE","3E","096A13","096A13E"
7," 096A1","12/07/2020","B",3,0,4.45179,2.43934,1.44644,0.174672,0,0,2.01245,1.27177,0,3.28422,"E","096A1E",188.171944992455,"BE","3E","096A13","096A13E"
7," 096A1","12/07/2020","B",3,0,5.84656,3.88701,2.47562,1.5708,0,0,1.95955,0.904827,0,2.86437,"E","096A1E",164.116311963888,"BE","3E","096A13","096A13E"
7," 096A1","12/07/2020","B",3,0,4.17197,1.3597,0,0,0,0,2.81227,0,0,2.81227,"E","096A1E",161.131201851256,"BE","3E","096A13","096A13E"
7," 096A1","12/07/2020","B",3,0,2.03444,1.81577,6.16608,5.01527,3.92699,3.69325,0.218669,1.1508,0.233743,1.60321,"E","096A1E",91.8571666731687,"BE","3E","096A13","096A13E"
