ZigZag, ID, x0, y0, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, a0, a1, a2, a3, a4, a5, a6, a7
11, 001A1, 1998, 977, 2031, 978, 2043, 962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.184, -1, -1, -1, -1, -1, -1, -1
11, 001A1, 2067, 1006, 2035, 1002, 2033, 983, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80003, -1, -1, -1, -1, -1, -1, -1
11, 001A1, 1997, 1020, 2023, 1020, 2035, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27942, -1, -1, -1, -1, -1, -1, -1
11, 001A1, 2058, 1048, 2029, 1044, 2023, 1024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99932, -1, -1, -1, -1, -1, -1, -1
11, 001A1, 2059, 1048, 2029, 1044, 2019, 1068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83304, -1, -1, -1, -1, -1, -1, -1
11, 001A1, 2249, 971, 2223, 982, 2208, 971, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1086, -1, -1, -1, -1, -1, -1, -1
11, 001A1, 2198, 1020, 2223, 1006, 2224, 982, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12293, -1, -1, -1, -1, -1, -1, -1
11, 001A1, 2269, 1015, 2252, 1028, 2226, 1008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83305, -1, -1, -1, -1, -1, -1, -1
11, 001A1, 2224, 1057, 2245, 1042, 2245, 1030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19105, -1, -1, -1, -1, -1, -1, -1
11, 001A1, 2224, 1057, 2246, 1044, 2261, 1056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93314, -1, -1, -1, -1, -1, -1, -1
11, 001A1, 2299, 1054, 2274, 1070, 2260, 1056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78688, -1, -1, -1, -1, -1, -1, -1
11, 001A1, 2243, 1099, 2270, 1085, 2272, 1070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1817, -1, -1, -1, -1, -1, -1, -1
11, 001A1, 2322, 1091, 2298, 1104, 2281, 1093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07086, -1, -1, -1, -1, -1, -1, -1
11, 001A1, 2282, 1138, 2298, 1126, 2297, 1105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16671, -1, -1, -1, -1, -1, -1, -1
11, 001B2, 2427, 1214, 2393, 1213, 2387, 1197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95897, -1, -1, -1, -1, -1, -1, -1
11, 001B2, 2357, 1247, 2385, 1246, 2394, 1214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88066, -1, -1, -1, -1, -1, -1, -1
11, 001B2, 2427, 1259, 2390, 1258, 2386, 1285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69085, -1, -1, -1, -1, -1, -1, -1
11, 001B2, 2360, 1301, 2385, 1285, 2391, 1261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38509, -1, -1, -1, -1, -1, -1, -1
11, 001B2, 2634, 1160, 2596, 1154, 2585, 1178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84396, -1, -1, -1, -1, -1, -1, -1
11, 001B2, 2550, 1194, 2581, 1191, 2589, 1169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01604, -1, -1, -1, -1, -1, -1, -1
11, 001B2, 2627, 1206, 2598, 1209, 2582, 1192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22282, -1, -1, -1, -1, -1, -1, -1
11, 001B2, 2557, 1246, 2588, 1242, 2596, 1212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95972, -1, -1, -1, -1, -1, -1, -1
11, 001B2, 2634, 1254, 2602, 1258, 2590, 1244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15507, -1, -1, -1, -1, -1, -1, -1
11, 001B2, 2570, 1295, 2596, 1285, 2600, 1260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09663, -1, -1, -1, -1, -1, -1, -1
11, 002A1, 1964, 1339, 1997, 1340, 2001, 1313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68758, -1, -1, -1, -1, -1, -1, -1
11, 002A1, 2038, 1349, 2007, 1349, 2000, 1370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89255, -1, -1, -1, -1, -1, -1, -1
11, 002A1, 2042, 1392, 1998, 1391, 2002, 1370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4053, -1, -1, -1, -1, -1, -1, -1
11, 002A1, 1968, 1395, 1997, 1400, 2002, 1424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94693, -1, -1, -1, -1, -1, -1, -1
11, 004B1, 1781, 1170, 1793, 1140, 1819, 1144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79865, -1, -1, -1, -1, -1, -1, -1
11, 004B1, 1832, 1189, 1837, 1162, 1830, 1147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52185, -1, -1, -1, -1, -1, -1, -1
11, 004B1, 1891, 1139, 1880, 1167, 1861, 1162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68781, -1, -1, -1, -1, -1, -1, -1
11, 004B1, 1872, 1210, 1884, 1181, 1920, 1185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85248, -1, -1, -1, -1, -1, -1, -1
11, 004B1, 1771, 1242, 1760, 1274, 1784, 1289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7983, -1, -1, -1, -1, -1, -1, -1
11, 004B1, 1787, 1334, 1795, 1297, 1782, 1288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9634, -1, -1, -1, -1, -1, -1, -1
11, 004B1, 1820, 1253, 1810, 1291, 1792, 1293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93878, -1, -1, -1, -1, -1, -1, -1
11, 004B1, 1835, 1341, 1842, 1312, 1825, 1299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98679, -1, -1, -1, -1, -1, -1, -1
11, 004B1, 1866, 1273, 1856, 1305, 1839, 1308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04835, -1, -1, -1, -1, -1, -1, -1
11, 004B1, 1885, 1358, 1884, 1320, 1862, 1309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06075, -1, -1, -1, -1, -1, -1, -1
11, 008A1, 2274, 1242, 2298, 1223, 2295, 1200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11073, -1, -1, -1, -1, -1, -1, -1
11, 008A1, 2274, 1243, 2297, 1223, 2320, 1233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01572, -1, -1, -1, -1, -1, -1, -1
11, 008A1, 2348, 1211, 2322, 1234, 2300, 1225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02902, -1, -1, -1, -1, -1, -1, -1
11, 008A1, 2348, 1212, 2322, 1234, 2327, 1258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06766, -1, -1, -1, -1, -1, -1, -1
11, 008A1, 2304, 1278, 2326, 1258, 2322, 1237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12039, -1, -1, -1, -1, -1, -1, -1
11, 008A1, 2304, 1277, 2328, 1259, 2351, 1265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24291, -1, -1, -1, -1, -1, -1, -1
11, 008A1, 2376, 1243, 2353, 1266, 2331, 1261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13272, -1, -1, -1, -1, -1, -1, -1
11, 008A1, 2376, 1244, 2353, 1266, 2359, 1284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01223, -1, -1, -1, -1, -1, -1, -1
11, 008A1, 2404, 1281, 2386, 1294, 2362, 1287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23231, -1, -1, -1, -1, -1, -1, -1
11, 008A1, 2404, 1282, 2387, 1293, 2389, 1312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04022, -1, -1, -1, -1, -1, -1, -1
11, 008A1, 2360, 1335, 2386, 1320, 2384, 1302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98342, -1, -1, -1, -1, -1, -1, -1
11, 008A1, 2362, 1334, 2387, 1319, 2410, 1331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12029, -1, -1, -1, -1, -1, -1, -1
11, 008A1, 2473, 1207, 2449, 1224, 2426, 1210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97851, -1, -1, -1, -1, -1, -1, -1
